"","Date","City","State","Shape","Duration","Description","Posted","lat","long"
"2082",2019-06-17 19:30:00,"Dexter","OR","Light","5 seconds","Bright ball of light in the sky heading NE. Going very fast and a couple seconds later heard a low rumbling boom. ((anonymous report))",2019-06-20,43.9159144,-122.8221436
"2083",2019-06-17 18:30:00,"South San Francisco","CA","Circle","5-10 minutes","Fast moving and jumping white metallic ball in the sky that was seen for about 5-10 min",2019-06-20,37.6535403,-122.4168664
"2084",2019-06-17 16:45:00,"Stevensville","MT","Light","2 minutes","A very bright sparkling light in the sky ahead of witness caught his attention.",2019-06-27,46.5078975,-114.090847399565
"2085",2019-06-17 12:40:00,"Everett","WA","Cylinder","1 hour","I was outside on our deck and I happened to look up and saw this giant cylinder shaped object floating above our house.",2019-06-20,47.9673056,-122.2013998
"2086",2019-06-17 12:15:00,"Naples","FL","Light","30 seconds","2 separate stationary lights hover over Gulf of Mexico.",2019-06-20,26.1421976,-81.7942944
"2087",2019-06-17 10:47:00,"Challis","ID","Teardrop","4-6 minutes","Object was observed in Challis, ID, at an approx. altitude of 500 meters above town center near courthouse.",2019-07-05,44.504645,-114.231731
"2088",2019-06-17 09:46:00,"Asher","OK","Circle","1 hour","Multiple UFOs Around The Moon Looking Through Telescope",2019-06-20,34.9896707,-96.9237064
"2089",2019-06-17 06:20:00,"Newington","CT",NA,NA,"MADAR Node 106",2019-06-27,41.6978777,-72.7237063
"2090",2019-06-17 04:40:00,"Helena","MT",NA,NA,"MADAR Node 128",2019-06-20,46.5927425,-112.0362771
"2091",2019-06-17 02:12:00,"Hamilton (Canada)","ON","Unknown","Seconds","No craft was seen. 2 small not so loud bangs, Claps, then one loud bang that made dogs in the neighborhood bark. You not only heard t",2019-06-27,NA,NA
"2092",2019-06-17 01:41:00,"Chesapeake","VA","Light","5 minutes","I live in Chesapeake, VA, specifically in the area known as Deep Creek. At approximately 1:41 a.m, I was driving home after a lat",2019-06-20,36.7183708,-76.2466798
"2093",2019-06-16 23:00:00,"Blackhead Backbeach (Australia)",NA,"Rectangle","5 seconds","Dark night, no moon I was walking on the beach and about 1km away appeared a flying rectangular silver object similar to a mirror, abou",2020-02-07,NA,NA
"2094",2019-06-16 21:30:00,"Clifton Forge","VA","Changing","2 minutes","Saw a large flickering red ill-defined light or object appear suddenly in the E sky. ((anonymous report))",2019-06-20,37.8162324,-79.8245002
"2095",2019-06-16 21:30:00,"Mount Pleasant","SC","Sphere","<1 minute","5 red lights that were either spheres or round come from the south to the north.",2019-07-25,32.7940651,-79.8625851
"2096",2019-06-16 21:15:00,"Pottsville","PA","Circle","10 minutes","On june 16th at 21:15hrs I was facing east and saw 3 orbs round and orange red in color traveling from the west to the east in a trian",2019-08-23,NA,NA
"2097",2019-06-16 20:30:00,"Fairfax","VA","Light","10 seconds","There was a white light that was stationary in the sky around 8:30pm. Looked like a planet or a star. ((NUFORC Note: Balloon?? PD))",2019-06-27,38.8462236,-77.3063733
"2098",2019-06-16 17:37:00,"North Port","FL",NA,NA,"MADAR Node 147",2019-06-20,27.044224,-82.2359254
"2099",2019-06-16 13:33:00,"Minneapolis","MN","Other","<1 minute","Unknown object that flies above us, below the clouds, bright, sunny day. Travels quickly, then disappears.",2019-06-27,44.9772995,-93.2654692
"2100",2019-06-16 08:36:00,"Norwalk","CT",NA,NA,"MADAR Node 103",2019-06-20,41.095844,-73.420533743865
"2101",2019-06-16 04:02:00,"St. Joe","MN","Rectangle","14 minutes","I woke up this morning at 3:15 to get ready for work. I left my home in Saint Cloud Minnesota around 3:50am. I made it to county road 7",2019-06-20,NA,NA
"2102",2019-06-16 00:12:00,"Phoenix","AZ","Flash","1 second","It was a flash that lit urge entire sky to make night turn into day for one second no sound was heard after the flash. So it was not so",2019-06-27,33.4484367,-112.0741417
"2103",2019-06-16 00:10:00,"Sunrise","FL","Circle","2 seconds","We were having a walk around 12:00 am Midnight, saw something shape of a ball moving so fast and vanished in the cloud... it was really",2019-06-20,26.1666888,-80.2787573
"2104",2019-06-16 00:05:00,"Sebring","FL","Fireball",NA,"Asteroid E.M.i Warnings for September 26, 2019.",2019-06-20,27.4957453,-81.4410425
"2105",2019-06-15 23:30:00,"Hayti (outside of)","SD","Cigar","now","Multiple red and blue blinking lights at various altitudes, Hamlin Co., SD.",2019-06-20,NA,NA
"2106",2019-06-15 23:00:00,"Lakewood","NJ","Light","1 hour so far","Dual White lights, about 10 pairs high up in the sky and then others were moving closer along the sky and flashing, appeared to be clo",2019-06-20,40.092024,-74.2121964562147
"2107",2019-06-15 23:00:00,"Forks","WA","Sphere","1 minute","Kalaloch Beach/Lodge apx 2330 06/15/19 drone like aircraft seemed to be scanning north to south a good look with binoculars mechanical",2019-06-27,47.950222,-124.386165
"2108",2019-06-15 22:55:00,"St. Paul","MN","Egg","1 minute","Saw a short flash of light and saw a egg-shaped shadow in the middle of the light. ((anonymous report))",2019-06-20,44.9504037,-93.1015026
"2109",2019-06-15 21:45:00,"Newcastle","DE","Fireball","20 seconds","Object was clear oval with fire inside.",2019-06-20,54.9738474,-1.6131572
"2110",2019-06-15 21:34:00,"Charles Town","WV","Fireball","3","I first saw 4 orange discs flying 2x2 in close formation at low altitude moving northern direction. About 20 seconds behind them was an",2019-06-20,39.2891836,-77.859581
"2111",2019-06-15 21:11:00,"Madison","AL","Rectangle","~6 minutes","Rectangular very bright and big green object seen over Madison, Alabama",2019-06-27,43.074761,-89.3837613
"2112",2019-06-15 20:34:00,"Weyers Cave","VA","Other","90 seconds","Man shaped, silent, rotating, black, and hovered ~100 feet about the ground and slightly curved in its path.",2019-06-20,38.288462,-78.9130826
"2113",2019-06-15 20:30:00,"Astoria","NY","Oval","10 seconds","Luminous white light; not a drone, airplane, helicopter or blimp in NYC.",2019-06-27,40.7720145,-73.9302673
"2114",2019-06-15 20:20:00,"Mosselbay (South Africa)",NA,"Triangle","2 minutes","Saw a slow moving triangle shape ufo in sky over Danabay, Mosselbay, Southcoast, South Africa 15 June 2019 at about 20:20.",2019-06-20,NA,NA
"2115",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116",NA,NA,NA,NA,NA,"Came fro",NA,NA,NA
"2117",2019-06-15 18:40:00,"Baldwin Park","CA","Circle","10 seconds","Was traveling on 605 frwy N, when we noticed 6 circular flying objects in triangle formation, blinking. ((anonymous report))",2019-06-20,34.0854739,-117.9611761
"2118",2019-06-15 18:00:00,"Portland","OR","Light","2-3 minutes","Five lights in airplane-like formation, but no airplane body is visible.",2019-12-19,45.5202471,-122.6741949
"2119",2019-06-15 15:37:00,"Midvale","UT","Triangle","Seconds","I did not see it, I was taking a selfie at the Midvale Graveyard and noticed a black metallic triangle shaped craft in the picture when",2019-06-20,40.6110589,-111.8999353
"2120",2019-06-15 12:43:00,"Sugar Hill","GA","Cigar","1 pic","Looking at moon, saw and took pic, ((NUFOrC Note: Witness provides minimal information. PD))",2020-02-07,34.1064895,-84.0335197
"2121",2019-06-15 07:00:00,"Delta","UT","Formation","2 minutes","((HOAX??))We saw something standing out in the tall grass, it was getting dark and it started to walk towards us. ((anonymous report))",2019-06-20,39.3521777,-112.57717
"2122",2019-06-15 05:56:00,"Newburgh","IN",NA,NA,"MADAR Node 142",2019-06-20,37.9456824,-87.4046571
"2123",2019-06-15 05:36:00,"Ball Ground","GA",NA,NA,"MADAR Node 129",2019-06-20,34.3382257,-84.3765714
"2124",2019-06-15 00:00:00,"Placerville","CA","Circle","20 min","Walking back to my bed from getting a drink I saw a sphere of white light. It slowly moved across the tree line before hovering and bec",2019-06-20,38.7296252,-120.798546
"2125",2019-06-14 22:12:00,"Colville","WA","Formation","20 seconds","Cluster of red lights north east of colville, 8 or more, not flashing, and moving together but not in a steady formation.",2019-12-01,48.5465695,-117.905537
"2126",2019-06-14 21:25:00,"Sherman Oaks","CA","Unknown","3-5 minutes","Lights in the Sky Form Triangle then Diamond then One by One Disappear over Los Angeles",2019-06-20,34.1508718,-118.4489865
"2127",2019-06-14 20:28:00,"Cherry Grove","SC","Other","12 minutes","Highly Advanced Aircraft sighting over the Cherry Grove Inlet in South Carolina",2019-06-20,33.8273947,-78.6427922
"2128",2019-06-14 16:15:00,"Stow","OH","Other","10 minutes","The object appeared to be tumbling or reflecting sunlight, suddenly accelerated and changed direction twice before disappearing",2019-06-20,NA,NA
"2129",2019-06-14 14:00:00,"Martinsburg","WV","Light","5 seconds","Around 10 PM and my husband and I saw a bright light. The light appeared in the sky very quickly & gone quickly. ((anonymous report))",2019-06-20,39.4562528,-77.9639604
"2130",2019-06-14 13:00:00,"Maitland","FL","Cigar","20 seconds","Slender vertical craft seen disappearing behind a cloud",2019-12-01,28.6274723,-81.3656392
"2131",2019-06-14 11:40:00,"Indianapolis","IN","Light","5 minutes","Saw an electric blue light against the blue sky. Clouds were out but minimal you could see thr",2019-06-20,39.7683331,-86.1583502
"2132",2019-06-14 10:00:00,"Salem","VA","Light","1-2 seconds","Extremely bright circular light shooting horizontally in sky and disappeared as if flying behind something in clear night sky.",2019-06-20,44.9391565,-123.033121
"2133",2019-06-14 07:26:00,"Taylorsville","UT","Triangle","4-5 minutes","Came outside, in the central/eastern sky, were 3 bright flashing lights in a triangle shape, They hovered. ((anonymous report))",2019-06-20,40.6677096,-111.9385867
"2134",2019-06-14 00:05:00,"Palmer","AK","Oval","2 minutes","I thought I was witnessing a shooting star/meteorite because it appeared as a bright light crossing the sky but when it crossed in fron",2019-06-20,61.5995703,-149.1110902
"2135",2019-06-13 23:00:00,"York","PA","Diamond","30 seconds","Diamond formation of four stationary lights between Saturn and Jupiter.",2019-06-20,32.4862491,-88.2964183
"2136",2019-06-13 23:00:00,"York","PA","Diamond","30 seconds","Diamond formation of four stationary lights between Saturn and Jupiter",2019-06-20,32.4862491,-88.2964183
"2137",2019-06-13 21:30:00,"Catonsville","MD","Triangle","10 minutes","Large black triangular craft with white lights flying overhead.",2019-06-20,39.2720504,-76.7318456
"2138",2019-06-13 21:15:00,"Atlanta","GA","Cigar","2 minutes","So honestly it didn’t look very odd at first it just looked like a plane but the more I looked at it the more I could see it looked mor",2019-06-20,33.7489924,-84.3902644
"2139",2019-06-13 21:10:00,"Tulsa","OK","Light","approximately 1-2 minutes","At least three lights in the sky and vanish.",2019-06-20,36.1556805,-95.9929113
"2140",2019-06-13 20:45:00,"Gadsden","AL","Light","10mins","Bright light seen in western sky , appeared to be over area of Henry Neely lake. My husband and I watched it just stay in one spot in t",2019-06-20,34.010929,-85.9989596
"2141",2019-06-13 20:20:00,"Larue","TX","Rectangle","5 min.","Bright orange light in Southeastern sky near New York, Texas.",2019-06-20,32.1168234,-95.6746829
"2142",2019-06-13 19:00:00,"Dunbar","WV","Circle","15 seconds","White circle object with no plane paralleled trails. ((anonymous report))",2019-06-20,38.3606509,-81.7373485
"2143",2019-06-13 19:00:00,"Spokane","WA","Other","<1 minute","Three Loud Trumpet-like Blasts from the Sky",2019-06-20,47.6571934,-117.4235106
"2144",2019-06-13 18:30:00,"Jordan","MN","Formation","2-3 minutes","We saw ~20 black hawks high in the sky, and they seemed huge proportionally. Then we saw about 8 white small (maybe round drones?)",2019-06-20,44.6663146,-93.6261918
"2145",2019-06-13 16:42:00,"Schaumburg","IL","Circle","2 minutes","20 or more white dots moving erratically in Schaumburg, IL 6/13/19 ((anonymous report))",2019-06-20,42.0333608,-88.083406
"2146",2019-06-13 12:03:00,"Scotts Mills","OR","Sphere","2 minutes","Shiny round disc in sky that moved across the entire sky in 1 second then vanished",2019-06-20,45.0433165,-122.6680889
"2147",2019-06-13 11:17:00,"Helena","MT",NA,NA,"MADAR Node 128",2019-06-20,46.5927425,-112.0362771
"2148",2019-06-13 05:25:00,"Newburgh","IN",NA,NA,"MADAR Node 142",2019-06-20,37.9456824,-87.4046571
"2149",2019-06-13 04:10:00,"Sumrall","MS","Light","11 seconds","Single constant white light observed traveling north to south over Sumrall, MS, at 4:10 am on 06-13-19.",2019-06-20,31.4173935,-89.5422909
"2150",2019-06-13 01:00:00,"National City","MI","Light","20 min.","Twin lights thru the trees, that twinkled and dimmed, disappeared and came back, for at least 20 min.",2019-06-20,32.6781085,-117.0991967
"2151",2019-06-12 22:30:00,"Leander","TX","Cylinder","10 minutes","Lit up like a shooting star at first then round dim intermittently illuminated red craft moving West to East in a zig zag pattern.",2019-06-27,30.5586046,-97.8444364
"2152",2019-06-12 22:20:00,"Waterford","VA","Fireball","15 minutes","Orange sphere.",2019-06-20,52.2609997,-7.1119081
"2153",2019-06-12 22:00:00,"Melbourne Beach","FL","Unknown","Hour","2 tiny lights recorded for about a minute. We watched the top light bolt higher and then the lower light does a semi-circle.",2019-06-20,28.0683496,-80.5603303
"2154",2019-06-12 21:45:00,"Socorro","NM","Circle","3-5 minutes","On June 13th I was coming home from the grocery store with my daughter. I was driving down a local Street when I looked to my right (ea",2019-06-20,34.0572858,-106.8930799
"2155",2019-06-12 18:43:00,"Cambridge","OH",NA,NA,"MADAR Node 137",2019-06-20,NA,NA
"2156",2019-06-12 16:20:00,"Millerton","PA",NA,NA,"MADAR Node 104",2019-06-20,NA,NA
