"GEOID","county","state","variable","estimate","total","casepercap"
"48399","Runnels","Texas","pop",1300,361,27769.2307692308
"18139","Rush","Indiana","pop",1700,674,39647.0588235294
"20165","Rush","Kansas","pop",850,264,31058.8235294118
"48401","Rusk","Texas","pop",4700,1236,26297.8723404255
"55107","Rusk","Wisconsin","pop",5100,914,17921.568627451
"01113","Russell","Alabama","pop",3300,2266,68666.6666666667
"20167","Russell","Kansas","pop",950,551,58000
"21207","Russell","Kentucky","pop",1600,795,49687.5
"51167","Russell","Virginia","pop",2000,817,40850
"37161","Rutherford","North Carolina","pop",4500,2501,55577.7777777778
"47149","Rutherford","Tennessee","pop",18000,18613,103405.555555556
"50021","Rutland","Vermont","pop",8600,250,2906.97674418605
"48403","Sabine","Texas","pop",850,122,14352.9411764706
"19161","Sac","Iowa","pop",2500,886,35440
"06067","Sacramento","California","pop",109000,38998,35777.9816513761
"23023","Sagadahoc","Maine","pop",3100,156,5032.25806451613
"26145","Saginaw","Michigan","pop",20500,8795,42902.4390243902
"08109","Saguache","Colorado","pop",800,222,27750
"34033","Salem","New Jersey","pop",6900,1668,24173.9130434783
"05125","Saline","Arkansas","pop",7500,4996,66613.3333333333
"17165","Saline","Illinois","pop",2600,1133,43576.9230769231
"20169","Saline","Kansas","pop",4500,2503,55622.2222222222
"29195","Saline","Missouri","pop",3300,1602,48545.4545454545
"31151","Saline","Nebraska","pop",2100,1504,71619.0476190476
"49035","Salt Lake","Utah","pop",79500,81337,102310.691823899
"45081","Saluda","South Carolina","pop",1500,804,53600
"37163","Sampson","North Carolina","pop",5600,3710,66250
"48405","San Augustine","Texas","pop",650,368,56615.3846153846
"06069","San Benito","California","pop",5100,1929,37823.5294117647
"06071","San Bernardino","California","pop",134000,94106,70228.3582089552
"06073","San Diego","California","pop",221000,83484,37775.5656108597
"06075","San Francisco","California","pop",59500,15642,26289.0756302521
"48407","San Jacinto","Texas","pop",1400,257,18357.1428571429
"06077","San Joaquin","California","pop",52000,26064,50123.0769230769
"08111","San Juan","Colorado","pop",100,19,19000
"35045","San Juan","New Mexico","pop",13500,6155,45592.5925925926
"49037","San Juan","Utah","pop",2400,1057,44041.6666666667
"53055","San Juan","Washington","pop",5200,61,1173.07692307692
"06079","San Luis Obispo","California","pop",19000,6345,33394.7368421053
"06081","San Mateo","California","pop",56500,14614,25865.4867256637
"08113","San Miguel","Colorado","pop",1100,213,19363.6363636364
"35047","San Miguel","New Mexico","pop",1700,439,25823.5294117647
"48409","San Patricio","Texas","pop",5400,1883,34870.3703703704
"48411","San Saba","Texas","pop",850,312,36705.8823529412
"46111","Sanborn","South Dakota","pop",700,271,38714.2857142857
"30089","Sanders","Montana","pop",1800,256,14222.2222222222
"35043","Sandoval","New Mexico","pop",13500,5394,39955.5555555556
"39143","Sandusky","Ohio","pop",5800,1812,31241.3793103448
"17167","Sangamon","Illinois","pop",19000,10383,54647.3684210526
"26151","Sanilac","Michigan","pop",10500,863,8219.04761904762
"49039","Sanpete","Utah","pop",4100,1257,30658.5365853659
"06083","Santa Barbara","California","pop",32000,11631,36346.875
"06085","Santa Clara","California","pop",145000,35457,24453.1034482759
"04023","Santa Cruz","Arizona","pop",2900,4029,138931.034482759
"06087","Santa Cruz","California","pop",19000,4610,24263.1578947368
"35049","Santa Fe","New Mexico","pop",16000,5445,34031.25
"12113","Santa Rosa","Florida","pop",9700,7550,77835.0515463918
"12115","Sarasota","Florida","pop",27000,13917,51544.4444444444
"36091","Saratoga","New York","pop",19000,2370,12473.6842105263
"38081","Sargent","North Dakota","pop",1300,318,24461.5384615385
"31153","Sarpy","Nebraska","pop",16000,11825,73906.25
"55111","Sauk","Wisconsin","pop",12000,3734,31116.6666666667
"31155","Saunders","Nebraska","pop",3800,1310,34473.6842105263
"55113","Sawyer","Wisconsin","pop",4600,927,20152.1739130435
"36093","Schenectady","New York","pop",12000,2555,21291.6666666667
"48413","Schleicher","Texas","pop",350,133,38000
"13249","Schley","Georgia","pop",650,167,25692.3076923077
"36095","Schoharie","New York","pop",5300,208,3924.52830188679
"26153","Schoolcraft","Michigan","pop",1600,175,10937.5
"17169","Schuyler","Illinois","pop",950,290,30526.3157894737
"29197","Schuyler","Missouri","pop",1000,132,13200
"36097","Schuyler","New York","pop",3000,320,10666.6666666667
"42107","Schuylkill","Pennsylvania","pop",20500,4168,20331.7073170732
"39145","Scioto","Ohio","pop",6100,2245,36803.2786885246
"29199","Scotland","Missouri","pop",750,192,25600
"37165","Scotland","North Carolina","pop",3800,1978,52052.6315789474
"05127","Scott","Arkansas","pop",900,388,43111.1111111111
"17171","Scott","Illinois","pop",1200,244,20333.3333333333
"18143","Scott","Indiana","pop",1600,1215,75937.5
"19163","Scott","Iowa","pop",15500,11530,74387.0967741935
"20171","Scott","Kansas","pop",300,460,153333.333333333
"21209","Scott","Kentucky","pop",4900,1766,36040.8163265306
"27139","Scott","Minnesota","pop",13000,8667,66669.2307692308
"28123","Scott","Mississippi","pop",1800,1594,88555.5555555555
"29201","Scott","Missouri","pop",3800,2712,71368.4210526316
"47151","Scott","Tennessee","pop",1800,1144,63555.5555555556
"51169","Scott","Virginia","pop",2300,784,34086.9565217391
"31157","Scotts Bluff","Nebraska","pop",3800,2691,70815.7894736842
"13251","Screven","Georgia","pop",1500,501,33400
"48415","Scurry","Texas","pop",1500,1629,108600
"05129","Searcy","Arkansas","pop",800,309,38625
"05131","Sebastian","Arkansas","pop",8500,7122,83788.2352941177
"08115","Sedgwick","Colorado","pop",700,112,16000
"20173","Sedgwick","Kansas","pop",41000,27966,68209.756097561
"12117","Seminole","Florida","pop",27500,13072,47534.5454545455
"13253","Seminole","Georgia","pop",850,546,64235.2941176471
"40133","Seminole","Oklahoma","pop",5400,1266,23444.4444444444
"36099","Seneca","New York","pop",5700,320,5614.0350877193
"39147","Seneca","Ohio","pop",6600,2032,30787.8787878788
"47153","Sequatchie","Tennessee","pop",1100,555,50454.5454545454
"40135","Sequoyah","Oklahoma","pop",6000,1834,30566.6666666667
"05133","Sevier","Arkansas","pop",1600,1736,108500
"47155","Sevier","Tennessee","pop",5800,5219,89982.7586206897
"49041","Sevier","Utah","pop",3100,929,29967.7419354839
"20175","Seward","Kansas","pop",1600,3006,187875
"31159","Seward","Nebraska","pop",3100,886,28580.6451612903
"48417","Shackelford","Texas","pop",400,52,13000
"29203","Shannon","Missouri","pop",950,340,35789.4736842105
"28125","Sharkey","Mississippi","pop",450,324,72000
"05135","Sharp","Arkansas","pop",2100,728,34666.6666666667
"06089","Shasta","California","pop",15500,5132,33109.6774193548
"55115","Shawano","Wisconsin","pop",11000,3883,35300
"20177","Shawnee","Kansas","pop",14500,7927,54668.9655172414
"55117","Sheboygan","Wisconsin","pop",15500,9500,61290.3225806452
"01117","Shelby","Alabama","pop",16000,10796,67475
"17173","Shelby","Illinois","pop",3400,1407,41382.3529411765
"18145","Shelby","Indiana","pop",3700,2750,74324.3243243243
"19165","Shelby","Iowa","pop",2300,781,33956.5217391304
"21211","Shelby","Kentucky","pop",3500,2270,64857.1428571429
"29205","Shelby","Missouri","pop",1400,213,15214.2857142857
"39149","Shelby","Ohio","pop",5800,2147,37017.2413793103
"47157","Shelby","Tennessee","pop",57000,49077,86100
"48419","Shelby","Texas","pop",1900,601,31631.5789473684
"51171","Shenandoah","Virginia","pop",3700,1420,38378.3783783784
"27141","Sherburne","Minnesota","pop",7700,6082,78987.012987013
"20179","Sheridan","Kansas","pop",550,320,58181.8181818182
"30091","Sheridan","Montana","pop",900,282,31333.3333333333
"31161","Sheridan","Nebraska","pop",1000,280,28000
"38083","Sheridan","North Dakota","pop",500,78,15600
"56033","Sheridan","Wyoming","pop",2600,2026,77923.0769230769
"20181","Sherman","Kansas","pop",500,451,90200
"31163","Sherman","Nebraska","pop",850,130,15294.1176470588
"41055","Sherman","Oregon","pop",600,23,3833.33333333333
"48421","Sherman","Texas","pop",550,89,16181.8181818182
"26155","Shiawassee","Michigan","pop",9300,2053,22075.2688172043
"16079","Shoshone","Idaho","pop",1900,526,27684.2105263158
"27143","Sibley","Minnesota","pop",5100,809,15862.7450980392
"06091","Sierra","California","pop",300,16,5333.33333333333
"35051","Sierra","New Mexico","pop",850,345,40588.2352941177
"30093","Silver Bow","Montana","pop",3000,2227,74233.3333333333
"21213","Simpson","Kentucky","pop",1300,733,56384.6153846154
"28127","Simpson","Mississippi","pop",1600,1526,95375
"19167","Sioux","Iowa","pop",4500,3751,83355.5555555556
"31165","Sioux","Nebraska","pop",350,22,6285.71428571429
"38085","Sioux","North Dakota","pop",1200,504,42000
"06093","Siskiyou","California","pop",6600,737,11166.6666666667
"53057","Skagit","Washington","pop",17500,2060,11771.4285714286
"53059","Skamania","Washington","pop",1900,108,5684.21052631579
"38087","Slope","North Dakota","pop",200,19,9500
"20183","Smith","Kansas","pop",1000,158,15800
"28129","Smith","Mississippi","pop",1400,732,52285.7142857143
"47159","Smith","Tennessee","pop",2200,1488,67636.3636363636
"48423","Smith","Texas","pop",13500,9790,72518.5185185185
"51173","Smyth","Virginia","pop",3200,1055,32968.75
"53061","Snohomish","Washington","pop",56500,16234,28732.7433628319
"42109","Snyder","Pennsylvania","pop",7100,1041,14661.9718309859
"35053","Socorro","New Mexico","pop",1000,640,64000
"06095","Solano","California","pop",32000,10736,33550
"23025","Somerset","Maine","pop",6100,461,7557.37704918033
"24039","Somerset","Maryland","pop",2600,1061,40807.6923076923
"34035","Somerset","New Jersey","pop",24000,9306,38775
"42111","Somerset","Pennsylvania","pop",14000,1976,14114.2857142857
"48425","Somervell","Texas","pop",450,261,58000
"06097","Sonoma","California","pop",35500,12662,35667.6056338028
"51175","Southampton","Virginia","pop",2100,988,47047.619047619
"13255","Spalding","Georgia","pop",3700,2480,67027.027027027
"45083","Spartanburg","South Carolina","pop",22000,12628,57400
"18147","Spencer","Indiana","pop",2700,944,34962.962962963
"21215","Spencer","Kentucky","pop",1400,651,46500
"46115","Spink","South Dakota","pop",1600,562,35125
"53063","Spokane","Washington","pop",37000,17535,47391.8918918919
"51177","Spotsylvania","Virginia","pop",11000,3185,28954.5454545455
"29183","St. Charles","Missouri","pop",31500,22134,70266.6666666667
"01115","St. Clair","Alabama","pop",5100,4419,86647.0588235294
"17163","St. Clair","Illinois","pop",18000,15207,84483.3333333333
"26147","St. Clair","Michigan","pop",18000,4732,26288.8888888889
"29185","St. Clair","Missouri","pop",1600,341,21312.5
"55109","St. Croix","Wisconsin","pop",12500,4636,37088
"05123","St. Francis","Arkansas","pop",2300,2067,89869.5652173913
"29187","St. Francois","Missouri","pop",5100,5155,101078.431372549
"12109","St. Johns","Florida","pop",13000,8931,68700
"18141","St. Joseph","Indiana","pop",24000,18148,75616.6666666667
"26149","St. Joseph","Michigan","pop",8900,2652,29797.7528089888
"36089","St. Lawrence","New York","pop",15000,874,5826.66666666667
"27137","St. Louis","Minnesota","pop",32000,9086,28393.75
"29189","St. Louis","Missouri","pop",75000,52421,69894.6666666667
"12111","St. Lucie","Florida","pop",13000,10875,83653.8461538462
"24037","St. Mary's","Maryland","pop",7200,2174,30194.4444444444
"20185","Stafford","Kansas","pop",1100,209,19000
"51179","Stafford","Virginia","pop",10500,3330,31714.2857142857
"06099","Stanislaus","California","pop",35000,23923,68351.4285714286
"46117","Stanley","South Dakota","pop",350,229,65428.5714285714
"37167","Stanly","North Carolina","pop",5900,3013,51067.7966101695
"20187","Stanton","Kansas","pop",250,148,59200
"31167","Stanton","Nebraska","pop",1100,227,20636.3636363636
"17175","Stark","Illinois","pop",1200,274,22833.3333333333
"38089","Stark","North Dakota","pop",3000,3619,120633.333333333
"39151","Stark","Ohio","pop",31500,10908,34628.5714285714
"18149","Starke","Indiana","pop",2400,993,41375
"48427","Starr","Texas","pop",3900,4373,112128.205128205
"29186","Ste. Genevieve","Missouri","pop",1600,1095,68437.5
"27145","Stearns","Minnesota","pop",24000,14131,58879.1666666667
"27147","Steele","Minnesota","pop",6200,2022,32612.9032258065
"38091","Steele","North Dakota","pop",450,135,30000
"13257","Stephens","Georgia","pop",1300,1570,120769.230769231
"40137","Stephens","Oklahoma","pop",5800,1706,29413.7931034483
"48429","Stephens","Texas","pop",800,328,41000
"17177","Stephenson","Illinois","pop",5500,2509,45618.1818181818
"48431","Sterling","Texas","pop",150,38,25333.3333333333
"18151","Steuben","Indiana","pop",4000,1612,40300
"36101","Steuben","New York","pop",15500,1824,11767.7419354839
"20189","Stevens","Kansas","pop",650,444,68307.6923076923
"27149","Stevens","Minnesota","pop",2400,530,22083.3333333333
"53065","Stevens","Washington","pop",5600,674,12035.7142857143
"13259","Stewart","Georgia","pop",650,627,96461.5384615385
"47161","Stewart","Tennessee","pop",1200,619,51583.3333333333
"30095","Stillwater","Montana","pop",1500,446,29733.3333333333
"29207","Stoddard","Missouri","pop",3500,1666,47600
"37169","Stokes","North Carolina","pop",2800,1179,42107.1428571429
"05137","Stone","Arkansas","pop",900,486,54000
"28131","Stone","Mississippi","pop",950,806,84842.1052631579
"29209","Stone","Missouri","pop",3100,1207,38935.4838709677
"48433","Stonewall","Texas","pop",250,25,10000
"32029","Storey","Nevada","pop",350,58,16571.4285714286
"19169","Story","Iowa","pop",10000,6892,68920
"33017","Strafford","New Hampshire","pop",9700,1649,17000
"38093","Stutsman","North Dakota","pop",3000,2631,87700
"56035","Sublette","Wyoming","pop",500,447,89400
"25025","Suffolk","Massachusetts","pop",57000,37318,65470.1754385965
"36103","Suffolk","New York","pop",112000,61681,55072.3214285714
"18153","Sullivan","Indiana","pop",2600,1082,41615.3846153846
"29211","Sullivan","Missouri","pop",1200,571,47583.3333333333
"33019","Sullivan","New Hampshire","pop",4600,237,5152.17391304348
"36105","Sullivan","New York","pop",7000,2210,31571.4285714286
"42113","Sullivan","Pennsylvania","pop",1800,68,3777.77777777778
"47163","Sullivan","Tennessee","pop",12500,6787,54296
"46119","Sully","South Dakota","pop",350,91,26000
"54089","Summers","West Virginia","pop",950,278,29263.1578947368
"08117","Summit","Colorado","pop",1200,1553,129416.666666667
"39153","Summit","Ohio","pop",42000,15936,37942.8571428571
"49043","Summit","Utah","pop",4600,2271,49369.5652173913
"20191","Sumner","Kansas","pop",3400,824,24235.2941176471
"47165","Sumner","Tennessee","pop",13500,10255,75962.962962963
"01119","Sumter","Alabama","pop",1200,586,48833.3333333333
"12119","Sumter","Florida","pop",6700,3503,52283.5820895522
"13261","Sumter","Georgia","pop",2300,1265,55000
"45085","Sumter","South Carolina","pop",7100,4204,59211.2676056338
"28133","Sunflower","Mississippi","pop",3000,1926,64200
"37171","Surry","North Carolina","pop",6700,2839,42373.1343283582
"51181","Surry","Virginia","pop",800,177,22125
"42115","Susquehanna","Pennsylvania","pop",9500,628,6610.52631578947
"10005","Sussex","Delaware","pop",21000,10558,50276.1904761905
"34037","Sussex","New Jersey","pop",13500,2692,19940.7407407407
"51183","Sussex","Virginia","pop",1700,670,39411.7647058823
"06101","Sutter","California","pop",8000,3637,45462.5
"48435","Sutton","Texas","pop",350,226,64571.4285714286
"12121","Suwannee","Florida","pop",2200,3294,149727.272727273
"37173","Swain","North Carolina","pop",1200,398,33166.6666666667
"30097","Sweet Grass","Montana","pop",750,256,34133.3333333333
"56037","Sweetwater","Wyoming","pop",3300,1903,57666.6666666667
"27151","Swift","Minnesota","pop",3100,606,19548.3870967742
"48437","Swisher","Texas","pop",900,281,31222.2222222222
"18155","Switzerland","Indiana","pop",1100,276,25090.9090909091
"13263","Talbot","Georgia","pop",900,231,25666.6666666667
"24041","Talbot","Maryland","pop",3600,824,22888.8888888889
"13265","Taliaferro","Georgia","pop",400,41,10250
"01121","Talladega","Alabama","pop",5600,3701,66089.2857142857
"28135","Tallahatchie","Mississippi","pop",1300,981,75461.5384615385
"01123","Tallapoosa","Alabama","pop",3100,1872,60387.0967741936
"19171","Tama","Iowa","pop",3700,1562,42216.2162162162
"29213","Taney","Missouri","pop",4900,2929,59775.5102040816
"35055","Taos","New Mexico","pop",3000,851,28366.6666666667
"48439","Tarrant","Texas","pop",121000,102051,84339.6694214876
"28137","Tate","Mississippi","pop",2000,1777,88850
"13267","Tattnall","Georgia","pop",2800,1151,41107.1428571429
"12123","Taylor","Florida","pop",1500,1650,110000
"13269","Taylor","Georgia","pop",750,391,52133.3333333333
"19173","Taylor","Iowa","pop",1700,471,27705.8823529412
"21217","Taylor","Kentucky","pop",1600,1198,74875
"48441","Taylor","Texas","pop",11000,8287,75336.3636363636
"54091","Taylor","West Virginia","pop",1300,360,27692.3076923077
"55119","Taylor","Wisconsin","pop",6900,1331,19289.8550724638
"17179","Tazewell","Illinois","pop",13500,7094,52548.1481481481
"51185","Tazewell","Virginia","pop",3400,1088,32000
"06103","Tehama","California","pop",4600,1724,37478.2608695652
"13271","Telfair","Georgia","pop",1300,652,50153.8461538461
"08119","Teller","Colorado","pop",1600,653,40812.5
"13273","Terrell","Georgia","pop",1000,402,40200
"48443","Terrell","Texas","pop",100,26,26000
"48445","Terry","Texas","pop",1200,956,79666.6666666667
"16081","Teton","Idaho","pop",800,565,70625
"30099","Teton","Montana","pop",1600,202,12625
"56039","Teton","Wyoming","pop",1100,1655,150454.545454545
"29215","Texas","Missouri","pop",2500,970,38800
"40139","Texas","Oklahoma","pop",2300,2416,105043.47826087
"31169","Thayer","Nebraska","pop",1500,263,17533.3333333333
"13275","Thomas","Georgia","pop",3500,1965,56142.8571428571
"20193","Thomas","Kansas","pop",950,737,77578.9473684211
"31171","Thomas","Nebraska","pop",200,31,15500
"48447","Throckmorton","Texas","pop",350,23,6571.42857142857
"31173","Thurston","Nebraska","pop",2500,546,21840
"53067","Thurston","Washington","pop",19000,3281,17268.4210526316
"13277","Tift","Georgia","pop",2800,2601,92892.8571428571
"41057","Tillamook","Oregon","pop",2700,139,5148.14814814815
"40141","Tillman","Oklahoma","pop",1300,350,26923.0769230769
"36107","Tioga","New York","pop",5300,1153,21754.7169811321
"42117","Tioga","Pennsylvania","pop",9000,1044,11600
"28139","Tippah","Mississippi","pop",1600,1284,80250
"18157","Tippecanoe","Indiana","pop",15000,9651,64340
"18159","Tipton","Indiana","pop",1500,661,44066.6666666667
"47167","Tipton","Tennessee","pop",4800,3794,79041.6666666667
"28141","Tishomingo","Mississippi","pop",1500,1124,74933.3333333333
"48449","Titus","Texas","pop",2700,1798,66592.5925925926
"21219","Todd","Kentucky","pop",1300,434,33384.6153846154
"27153","Todd","Minnesota","pop",7400,1852,25027.027027027
"46121","Todd","South Dakota","pop",1500,963,64200
"09013","Tolland","Connecticut","pop",12000,3068,25566.6666666667
"48451","Tom Green","Texas","pop",7700,9388,121922.077922078
"36109","Tompkins","New York","pop",9300,1139,12247.311827957
"49045","Tooele","Utah","pop",4700,2998,63787.2340425532
"30101","Toole","Montana","pop",850,599,70470.5882352941
"13279","Toombs","Georgia","pop",1700,1725,101470.588235294
"35057","Torrance","New Mexico","pop",1200,368,30666.6666666667
"38095","Towner","North Dakota","pop",550,215,39090.9090909091
"13281","Towns","Georgia","pop",1200,586,48833.3333333333
"38097","Traill","North Dakota","pop",2000,752,37600
"37175","Transylvania","North Carolina","pop",2300,561,24391.3043478261
"27155","Traverse","Minnesota","pop",1100,150,13636.3636363636
"48453","Travis","Texas","pop",73500,38757,52730.612244898
"30103","Treasure","Montana","pop",300,30,10000
"20195","Trego","Kansas","pop",450,225,50000
"55121","Trempealeau","Wisconsin","pop",8100,2452,30271.6049382716
"13283","Treutlen","Georgia","pop",550,385,70000
"21221","Trigg","Kentucky","pop",1000,421,42100
"21223","Trimble","Kentucky","pop",750,184,24533.3333333333
"06105","Trinity","California","pop",1200,163,13583.3333333333
"48455","Trinity","Texas","pop",1300,228,17538.4615384615
"46123","Tripp","South Dakota","pop",700,514,73428.5714285714
"13285","Troup","Georgia","pop",4700,3973,84531.914893617
"47169","Trousdale","Tennessee","pop",500,1918,383600
"39155","Trumbull","Ohio","pop",17500,6413,36645.7142857143
"54093","Tucker","West Virginia","pop",1300,141,10846.1538461538
"06107","Tulare","California","pop",32500,21332,65636.9230769231
"40143","Tulsa","Oklahoma","pop",71500,33863,47360.8391608392
"28143","Tunica","Mississippi","pop",650,626,96307.6923076923
"06109","Tuolumne","California","pop",4100,1104,26926.8292682927
"13287","Turner","Georgia","pop",600,457,76166.6666666667
"46125","Turner","South Dakota","pop",2400,788,32833.3333333333
"01125","Tuscaloosa","Alabama","pop",14000,13366,95471.4285714286
"39157","Tuscarawas","Ohio","pop",8800,3920,44545.4545454545
"26157","Tuscola","Michigan","pop",10000,1796,17960
"13289","Twiggs","Georgia","pop",700,266,38000
"16083","Twin Falls","Idaho","pop",6000,6891,114850
"48457","Tyler","Texas","pop",2000,316,15800
"54095","Tyler","West Virginia","pop",1200,141,11750
"37177","Tyrrell","North Carolina","pop",450,140,31111.1111111111
"56041","Uinta","Wyoming","pop",1600,1089,68062.5
"49047","Uintah","Utah","pop",3100,831,26806.4516129032
"36111","Ulster","New York","pop",15000,3434,22893.3333333333
"41059","Umatilla","Oregon","pop",6800,4402,64735.2941176471
"47171","Unicoi","Tennessee","pop",1300,918,70615.3846153846
"05139","Union","Arkansas","pop",3200,1585,49531.25
"12125","Union","Florida","pop",2100,1238,58952.380952381
"13291","Union","Georgia","pop",1400,1105,78928.5714285714
"17181","Union","Illinois","pop",2300,1209,52565.2173913044
"18161","Union","Indiana","pop",850,325,38235.2941176471
"19175","Union","Iowa","pop",1800,788,43777.7777777778
"21225","Union","Kentucky","pop",1600,733,45812.5
"28145","Union","Mississippi","pop",2000,1719,85950
"34039","Union","New Jersey","pop",37000,28926,78178.3783783784
"35059","Union","New Mexico","pop",500,225,45000
"37179","Union","North Carolina","pop",18000,7989,44383.3333333333
"39159","Union","Ohio","pop",5000,2203,44060
"41061","Union","Oregon","pop",3500,797,22771.4285714286
"42119","Union","Pennsylvania","pop",5500,1709,31072.7272727273
"45087","Union","South Carolina","pop",2600,1072,41230.7692307692
"46127","Union","South Dakota","pop",1900,1259,66263.1578947368
"47173","Union","Tennessee","pop",1900,753,39631.5789473684
"48459","Upshur","Texas","pop",3000,612,20400
"54097","Upshur","West Virginia","pop",2000,523,26150
"13293","Upson","Georgia","pop",2000,1545,77250
"48461","Upton","Texas","pop",500,83,16600
"49049","Utah","Utah","pop",60000,49539,82565
"48463","Uvalde","Texas","pop",1400,1151,82214.2857142857
"48465","Val Verde","Texas","pop",2900,3300,113793.103448276
"35061","Valencia","New Mexico","pop",4800,3337,69520.8333333333
"16085","Valley","Idaho","pop",600,257,42833.3333333333
"30105","Valley","Montana","pop",1300,565,43461.5384615385
"31175","Valley","Nebraska","pop",950,191,20105.2631578947
"05141","Van Buren","Arkansas","pop",1700,396,23294.1176470588
"19177","Van Buren","Iowa","pop",1700,365,21470.5882352941
"26159","Van Buren","Michigan","pop",9400,2955,31436.170212766
"47175","Van Buren","Tennessee","pop",700,383,54714.2857142857
"39161","Van Wert","Ohio","pop",3700,1079,29162.1621621622
"48467","Van Zandt","Texas","pop",4600,1772,38521.7391304348
"37181","Vance","North Carolina","pop",2700,1799,66629.6296296296
"18163","Vanderburgh","Indiana","pop",14500,10677,73634.4827586207
"42121","Venango","Pennsylvania","pop",9500,1006,10589.4736842105
"06111","Ventura","California","pop",63000,20308,32234.9206349206
"17183","Vermilion","Illinois","pop",9500,4057,42705.2631578947
"18165","Vermillion","Indiana","pop",2100,707,33666.6666666667
"29217","Vernon","Missouri","pop",2500,685,27400
"55123","Vernon","Wisconsin","pop",9000,1167,12966.6666666667
"48469","Victoria","Texas","pop",6100,4943,81032.7868852459
"18167","Vigo","Indiana","pop",9100,6520,71648.3516483516
"55125","Vilas","Wisconsin","pop",4700,1301,27680.8510638298
"39163","Vinton","Ohio","pop",1500,272,18133.3333333333
"12127","Volusia","Florida","pop",34500,16633,48211.5942028986
"17185","Wabash","Illinois","pop",1600,608,38000
"18169","Wabash","Indiana","pop",3400,1881,55323.5294117647
"27157","Wabasha","Minnesota","pop",5200,1087,20903.8461538462
"20197","Wabaunsee","Kansas","pop",1500,308,20533.3333333333
"27159","Wadena","Minnesota","pop",4100,831,20268.2926829268
"40145","Wagoner","Oklahoma","pop",10000,2857,28570
"53069","Wahkiakum","Washington","pop",500,35,7000
"37183","Wake","North Carolina","pop",68500,29779,43472.9927007299
"12129","Wakulla","Florida","pop",2000,1657,82850
"23027","Waldo","Maine","pop",6700,231,3447.76119402985
"01127","Walker","Alabama","pop",5500,3735,67909.0909090909
"13295","Walker","Georgia","pop",4300,2718,63209.3023255814
"48471","Walker","Texas","pop",5400,4493,83203.7037037037
"53071","Walla Walla","Washington","pop",5200,2271,43673.0769230769
"20199","Wallace","Kansas","pop",400,138,34500
"48473","Waller","Texas","pop",3400,1245,36617.6470588235
"41063","Wallowa","Oregon","pop",1100,71,6454.54545454545
"38099","Walsh","North Dakota","pop",2500,1452,58080
"28147","Walthall","Mississippi","pop",850,776,91294.1176470588
"12131","Walton","Florida","pop",4200,3715,88452.3809523809
"13297","Walton","Georgia","pop",6000,3400,56666.6666666667
"46129","Walworth","South Dakota","pop",800,489,61125
"55127","Walworth","Wisconsin","pop",13000,7108,54676.9230769231
"19179","Wapello","Iowa","pop",3700,2585,69864.8648648649
"38101","Ward","North Dakota","pop",6500,7636,117476.923076923
"48475","Ward","Texas","pop",1300,425,32692.3076923077
"13299","Ware","Georgia","pop",2500,2640,105600
"13301","Warren","Georgia","pop",700,217,31000
"17187","Warren","Illinois","pop",2200,1120,50909.0909090909
"18171","Warren","Indiana","pop",1300,270,20769.2307692308
"19181","Warren","Iowa","pop",6200,2873,46338.7096774194
"21227","Warren","Kentucky","pop",8600,7531,87569.7674418605
"28149","Warren","Mississippi","pop",2900,1802,62137.9310344828
"29219","Warren","Missouri","pop",2500,1564,62560
"34041","Warren","New Jersey","pop",10000,2539,25390
"36113","Warren","New York","pop",6200,595,9596.77419354839
"37185","Warren","North Carolina","pop",1800,701,38944.4444444444
"39165","Warren","Ohio","pop",15500,9500,61290.3225806452
"42123","Warren","Pennsylvania","pop",7500,303,4040
"47177","Warren","Tennessee","pop",3400,2484,73058.8235294118
"51187","Warren","Virginia","pop",2900,868,29931.0344827586
"18173","Warrick","Indiana","pop",4800,3538,73708.3333333333
"49051","Wasatch","Utah","pop",2600,2252,86615.3846153846
"41065","Wasco","Oregon","pop",3000,538,17933.3333333333
"27161","Waseca","Minnesota","pop",4100,1406,34292.6829268293
"56043","Washakie","Wyoming","pop",900,467,51888.8888888889
"55129","Washburn","Wisconsin","pop",5700,762,13368.4210526316
"01129","Washington","Alabama","pop",1300,932,71692.3076923077
"05143","Washington","Arkansas","pop",14000,15692,112085.714285714
"08121","Washington","Colorado","pop",1300,251,19307.6923076923
"12133","Washington","Florida","pop",2700,1536,56888.8888888889
"13303","Washington","Georgia","pop",2200,1155,52500
"16087","Washington","Idaho","pop",1100,784,71272.7272727273
"17189","Washington","Illinois","pop",3100,726,23419.3548387097
"18175","Washington","Indiana","pop",2700,865,32037.037037037
"19183","Washington","Iowa","pop",3000,1468,48933.3333333333
"20201","Washington","Kansas","pop",1500,322,21466.6666666667
"21229","Washington","Kentucky","pop",1400,560,40000
"23029","Washington","Maine","pop",7500,193,2573.33333333333
"24043","Washington","Maryland","pop",12000,4375,36458.3333333333
"27163","Washington","Minnesota","pop",23500,14370,61148.9361702128
"28151","Washington","Mississippi","pop",3900,3246,83230.7692307692
"29221","Washington","Missouri","pop",2300,1475,64130.4347826087
"31177","Washington","Nebraska","pop",2400,1244,51833.3333333333
"36115","Washington","New York","pop",7400,457,6175.67567567568
"37187","Washington","North Carolina","pop",750,321,42800
"39167","Washington","Ohio","pop",5500,1496,27200
"40147","Washington","Oklahoma","pop",6000,2091,34850
"41067","Washington","Oregon","pop",40500,10714,26454.3209876543
